R1,R2,RC,RE,C1,C2,Gain,Cutoff_Frequency,Phase_Margin
69282.43,7064.31,8091.87,1261.61,1.7,2.449,16.27,10.0,90.0
24664.1,8852.6,1995.79,1492.73,3.475,8.501,5.0,10.0,90.0
16351.19,13890.9,2271.81,1492.34,8.049,3.875,5.0,10.0,75.68
67817.74,6077.75,9795.13,990.37,4.962,8.238,19.22,10.0,89.85
12386.02,20467.75,7313.98,935.88,4.636,1.583,18.24,10.0,69.76
62719.8,19567.28,2879.62,1585.91,1.648,9.128,5.04,10.0,90.0
94620.72,4487.0,6114.02,426.42,1.858,4.883,20.63,10.0,90.0
61792.68,12131.91,5574.06,346.79,0.525,1.784,23.4,10.36,88.5
44935.29,19595.87,8522.5,1346.16,0.238,5.397,15.95,10.0,90.0
67895.94,9095.91,7428.55,848.54,4.931,8.713,18.41,10.0,89.84
51242.76,16194.56,8401.35,1434.5,4.151,3.954,15.68,10.0,86.07
59105.51,2205.11,2509.31,550.37,2.826,1.863,11.65,14.59,80.06
94731.83,15608.53,6582.08,683.5,9.901,5.808,19.47,10.0,77.41
44749.24,4663.67,882.29,1798.52,4.04,8.361,5.0,10.0,90.0
96507.15,20934.0,1154.94,872.23,7.91,1.301,5.0,10.0,69.98
91481.56,9530.79,7278.51,1202.36,2.184,0.51,15.01,10.0,71.76
27621.2,7757.29,731.99,258.03,2.546,0.657,8.84,10.0,73.62
16242.52,21181.34,6007.77,398.72,5.727,2.382,22.86,10.0,73.05
19070.02,2203.46,8483.85,119.98,0.14,0.172,37.02,94.66,71.18
11639.96,10518.61,4109.45,877.52,0.273,4.344,13.32,10.0,90.0
18499.87,9880.08,925.98,1978.39,1.508,7.008,5.0,10.0,90.0
71470.61,7835.21,7281.55,1754.05,2.309,7.134,11.31,10.0,90.0
16406.98,22882.1,9332.02,1284.17,5.326,6.403,16.95,10.0,87.94
38707.81,19022.28,7313.13,1729.14,6.894,3.032,12.93,10.0,73.67
86038.78,2534.16,5995.25,1208.63,3.188,7.386,12.07,10.0,90.0
12094.47,18152.5,2685.27,769.1,2.467,5.807,10.23,10.0,90.0
83302.16,13655.18,646.07,388.42,8.246,8.626,5.0,10.0,88.39
35366.93,22620.83,7099.39,1323.45,1.711,4.832,13.88,10.0,90.0
20634.83,8510.69,2694.75,426.45,6.815,1.883,16.35,10.0,71.86
72706.34,14779.89,8652.55,863.99,9.32,6.383,19.35,10.0,79.64
66604.86,13018.13,4930.46,1660.31,2.399,1.593,9.88,10.0,82.44
88972.48,12749.46,5541.04,302.0,0.961,9.635,25.05,10.0,89.88
76156.39,11946.53,7662.4,301.59,9.8,7.063,28.03,10.0,73.14
82313.28,5935.11,7904.59,487.58,2.781,7.588,22.27,10.0,88.32
35383.11,19137.04,6605.18,1126.24,2.829,6.825,15.34,10.0,90.0
25969.56,11832.06,9415.1,540.86,4.889,1.066,24.78,10.0,69.29
77555.33,24004.39,9831.84,1031.24,2.387,4.706,19.83,10.0,89.56
82615.13,7259.4,9495.41,638.87,9.929,6.549,22.61,10.0,77.51
99145.46,17385.85,8329.7,1037.17,0.525,2.371,18.62,10.0,90.0
47135.59,23577.21,7203.44,591.38,4.57,6.827,21.28,10.0,87.3
43481.63,16923.0,6801.6,1961.02,5.529,8.217,11.15,10.0,90.0
79877.17,21910.55,1485.63,1010.8,4.723,2.822,5.0,10.0,80.2
40672.32,20859.54,3079.1,1500.1,5.253,2.076,6.8,10.0,71.53
93768.16,9642.83,554.04,1416.07,9.877,8.843,5.0,10.0,88.03
87257.15,15402.97,1805.39,1006.59,8.781,0.151,5.04,10.0,66.02
48609.46,4750.27,4672.68,515.78,3.154,2.632,18.71,10.0,78.69
77578.4,13852.62,1892.1,1045.9,5.56,4.127,5.0,10.0,86.08
77908.86,6530.13,9065.8,1377.89,0.103,6.755,15.62,10.0,90.0
19281.15,18849.68,8154.14,946.84,4.155,9.971,20.29,10.0,90.0
91229.76,13673.4,1180.31,209.75,1.722,3.771,15.55,10.0,90.0
55472.71,10869.46,2864.68,85.07,7.142,9.493,29.98,10.0,77.79
84381.17,7451.13,8281.18,689.36,2.289,3.731,19.9,10.0,88.28
38804.46,24968.76,8128.94,342.94,7.514,6.986,27.47,10.0,77.66
90597.09,2721.05,9481.78,1817.07,3.2,1.737,12.88,10.0,76.01
45028.15,2045.46,9976.7,392.87,9.266,4.658,26.07,10.0,72.04
10975.39,6214.18,9774.57,818.85,4.51,8.726,22.42,10.0,87.26
91484.38,24305.74,4396.31,1438.55,8.411,3.268,9.19,10.0,74.33
18215.8,24501.72,2878.12,1640.07,6.319,1.142,5.0,10.0,70.56
38738.23,16718.27,7704.9,981.54,9.776,5.275,17.77,10.0,77.11
95505.58,22122.56,3343.09,403.21,7.453,4.451,18.59,10.0,76.49
95554.64,6135.08,8160.8,578.25,7.304,2.372,21.38,10.0,71.39
61609.41,24329.01,5572.57,866.99,2.722,9.066,16.67,10.0,90.0
66865.35,4426.84,8042.31,760.96,5.098,6.057,18.41,10.0,85.29
50360.1,3427.0,3120.86,729.91,2.972,3.537,11.24,10.0,89.67
36388.97,3693.08,5326.26,307.11,0.291,9.962,24.42,10.0,90.0
39579.81,14755.07,5858.23,1830.95,7.135,1.462,10.69,10.0,70.27
70526.66,19743.39,9459.53,108.03,2.435,8.495,39.48,10.0,69.07
77713.71,9800.01,3032.68,908.0,4.034,2.383,10.14,10.0,78.36
81242.11,24469.5,9398.54,1961.63,2.918,2.471,13.16,10.0,82.26
81065.63,11426.08,8146.16,1336.46,2.076,5.032,15.52,10.0,90.0
18208.55,4610.77,7443.49,743.05,0.764,6.653,20.38,10.0,90.0
54497.83,12183.2,7975.27,334.89,3.445,6.936,26.63,10.0,79.76
15180.29,17296.89,6251.54,1929.55,0.909,0.319,9.92,16.57,72.43
59457.6,20973.42,2818.76,77.27,5.449,2.94,31.49,10.0,71.42
49737.75,12010.44,2300.2,1378.71,0.294,6.64,5.0,10.0,90.0
89893.38,15246.56,8730.24,1766.27,9.406,8.908,13.15,10.0,86.32
41582.35,7416.27,7388.82,99.06,9.668,6.732,36.95,10.0,71.63
20536.03,16502.0,2525.44,1464.09,3.116,2.732,5.0,10.0,88.68
22869.25,24663.33,6343.39,1997.73,2.676,5.127,9.83,10.0,90.0
78535.96,2177.29,4751.69,1297.3,1.134,6.511,9.12,10.0,90.0
65639.63,22276.74,2007.22,858.62,9.059,1.44,6.61,10.0,70.81
19101.04,14494.78,5552.64,1755.08,5.91,5.495,10.84,10.0,87.85
17569.61,7050.37,3174.43,1130.65,6.14,4.769,8.58,10.0,85.23
73087.22,23917.35,1414.32,1511.41,8.969,3.433,5.0,10.0,75.14
16548.67,12600.5,4936.1,1196.17,9.117,6.273,12.83,10.0,82.5
83967.41,8960.57,6106.03,124.67,8.301,6.399,32.93,10.0,71.32
73561.8,5355.94,945.61,465.63,7.757,9.718,5.0,10.0,90.0
17321.39,6866.85,4319.88,203.59,8.785,4.34,26.79,10.0,72.74
17635.39,20988.38,2947.79,258.04,8.772,5.36,20.86,10.0,79.54
98797.56,15745.84,791.18,80.04,3.75,1.659,19.75,10.0,72.96
43684.37,22917.89,1693.79,871.27,9.737,5.529,5.39,10.0,80.49
43357.79,6567.24,1820.82,398.37,7.12,0.457,12.71,10.0,69.83
83151.96,3907.33,2237.31,1718.61,3.765,1.584,5.0,10.0,76.01
95252.37,1146.1,8132.09,1512.57,4.476,1.795,12.0,10.0,73.8
98740.1,13188.69,4675.17,1167.7,6.903,6.363,13.47,10.0,86.5
77804.04,24959.37,1897.32,1003.59,3.675,5.716,5.02,10.0,90.0
43863.36,17679.17,1452.82,548.94,8.283,8.001,7.64,10.0,86.42
17515.06,8401.47,3330.43,976.16,1.566,4.698,11.15,10.0,90.0
79943.22,22044.61,8081.15,1300.4,9.085,4.801,15.88,10.0,78.38
60256.38,19761.33,3962.37,1575.35,3.082,1.699,7.92,10.0,78.31
48179.98,1369.96,2019.02,209.28,1.612,7.453,17.44,10.0,90.0
91571.89,20604.65,4339.1,1431.51,8.594,0.136,9.28,10.0,66.94
20007.77,8212.64,5775.46,1498.32,2.471,4.306,11.49,10.0,90.0
54336.26,4592.16,781.05,1140.0,8.45,1.964,5.0,10.0,69.83
11021.83,6431.94,6462.6,467.92,3.033,7.733,22.62,10.0,86.93
52179.46,12245.92,4253.46,1101.41,9.345,6.767,12.17,10.0,80.43
15067.29,11196.83,592.4,1030.27,2.269,7.097,5.0,10.0,90.0
20693.61,7933.3,6901.95,977.63,0.79,1.571,16.79,10.4,90.0
20577.36,5133.24,7267.68,948.25,9.372,6.721,17.05,10.0,80.34
68428.93,19293.54,6473.98,266.11,1.74,6.94,28.68,10.0,82.48
77144.04,24762.63,3748.34,406.64,9.447,0.126,19.2,10.0,65.71
62503.19,19667.0,5531.25,239.8,8.257,3.244,27.16,10.0,70.26
96595.53,8102.49,4178.0,522.83,0.911,0.964,18.05,15.48,83.54
43738.35,6875.42,7155.91,563.78,4.507,6.846,22.04,10.0,84.21
35714.09,6223.98,6044.01,527.9,0.827,2.2,21.23,10.0,90.0
88173.92,4280.68,1277.09,461.31,3.365,2.72,6.87,10.0,85.86
30123.63,14231.93,6609.39,1484.07,3.58,0.875,12.52,10.0,72.64
96690.03,15529.61,7028.76,1646.2,6.036,4.89,12.98,10.0,83.75
11093.9,17932.06,4021.67,687.86,9.761,0.427,14.6,10.0,68.39
97289.09,17325.12,8819.96,645.0,1.781,8.471,22.03,10.0,90.0
13884.39,8016.0,8508.64,1695.86,3.359,0.361,13.56,10.0,68.87
90202.88,8927.46,2164.08,1266.65,5.912,0.71,5.0,10.0,67.4
57493.1,17356.35,9090.53,622.2,1.797,6.44,23.18,10.0,90.0
99366.83,9386.74,4688.29,1441.54,7.136,9.178,8.66,10.0,89.91
16641.69,6102.96,7375.62,721.96,4.096,8.932,21.26,10.0,89.57
59846.89,9984.07,8233.92,1193.78,9.501,0.928,16.93,10.0,67.93
97237.23,7530.02,5298.57,1985.64,6.336,2.956,6.99,10.0,78.35
57078.81,3119.51,4291.47,638.11,3.694,5.258,14.76,10.0,90.0
66645.88,20923.33,9196.79,1864.53,7.223,0.364,13.98,10.0,66.35
72617.38,21474.67,2693.11,675.27,8.404,5.334,11.74,10.0,78.84
50908.7,6274.01,2941.22,1103.56,8.025,4.533,8.35,10.0,78.0
66480.23,2554.53,3935.39,946.97,2.701,5.925,10.57,10.0,90.0
62588.29,18731.86,8664.92,1577.16,4.228,9.211,15.23,10.0,90.0
91104.22,6076.69,9418.49,169.13,4.577,2.819,32.94,10.0,71.5
14090.17,10442.45,2590.64,1272.89,3.945,6.427,6.28,10.0,90.0
35286.69,2539.25,8706.77,1533.3,3.178,4.355,13.07,10.0,90.0
95537.03,6430.47,2952.93,970.68,7.552,4.408,7.44,10.0,79.62
90123.74,20029.65,9721.09,255.32,0.221,6.508,31.08,10.0,80.22
51009.11,20305.51,6175.37,527.37,3.006,9.518,20.89,10.0,90.0
65811.93,5970.04,567.32,1375.36,1.502,8.644,5.0,12.31,90.0
34964.31,9061.93,824.23,1796.1,1.375,6.431,5.0,10.82,90.0
26930.9,4221.72,1901.1,872.14,2.842,4.669,7.03,10.0,90.0
51732.86,2780.14,2281.94,1142.8,7.645,4.298,5.0,10.0,78.35
41801.7,24812.12,7792.38,495.35,9.697,7.893,23.71,10.0,78.07
62529.05,16734.25,2616.28,853.82,5.195,2.26,9.46,10.0,75.33
16996.12,14010.32,9706.85,706.74,3.456,5.918,22.68,10.0,85.8
97695.53,19371.96,6543.06,1328.27,8.309,5.099,14.53,10.0,79.2
98758.97,21161.85,7078.92,1970.16,0.764,6.529,10.76,10.0,90.0
72834.55,20361.15,2569.26,1635.94,1.022,1.955,5.0,10.0,90.0
58248.67,1396.95,8980.71,424.72,3.519,6.988,24.67,10.0,82.18
37857.49,5483.39,6844.24,1176.47,4.539,6.307,15.05,10.0,90.0
83241.55,16717.73,8711.85,179.5,7.999,1.883,33.07,10.0,68.02
71625.81,10018.22,9586.57,531.49,9.26,4.551,25.1,10.0,75.2
24635.52,24579.58,1693.59,385.82,5.36,6.818,11.84,10.0,90.0
91983.45,16969.72,1417.58,704.31,5.007,9.026,5.37,10.0,90.0
84028.35,23957.17,8132.37,1373.69,2.209,1.309,15.06,10.0,75.48
95481.99,5834.72,8728.2,1023.82,4.567,0.187,16.49,10.0,64.45
75314.76,21734.97,6045.73,1869.17,9.244,1.735,10.13,10.0,69.86
65207.37,8712.46,3977.01,464.86,3.99,9.894,19.03,10.0,90.0
47641.87,24749.56,6699.98,760.21,2.186,7.707,19.15,10.0,90.0
93945.56,4784.53,3403.81,693.21,3.439,6.182,11.9,10.0,90.0
87945.75,13392.16,2764.66,510.13,5.194,1.417,14.26,10.0,70.74
14069.68,20028.27,5137.38,1986.68,6.026,4.219,8.05,10.0,80.91
12373.03,11383.42,2553.46,805.09,4.381,7.181,9.41,10.0,90.0
43881.7,12234.02,5095.18,1883.99,7.61,8.969,7.47,10.0,90.0
82949.8,24672.54,9587.76,811.42,5.886,3.88,20.7,10.0,76.88
98854.85,11207.4,8477.95,447.98,6.684,9.997,25.7,10.0,81.76
23537.52,15497.73,9445.49,282.45,8.643,1.483,30.07,10.0,68.62
63471.76,2308.95,8160.13,1718.35,8.67,3.931,11.26,10.0,76.69
44280.18,21213.04,3870.13,112.59,2.115,8.766,31.16,10.0,78.01
97292.3,16556.03,8214.43,1930.57,6.271,6.534,11.04,10.0,87.43
85790.7,10696.48,9267.7,865.47,7.195,8.128,19.95,10.0,85.05
85449.58,1388.07,9496.84,532.38,1.544,9.087,22.47,10.0,88.76
52182.38,15200.05,6990.38,1254.02,8.443,5.122,14.96,10.0,77.9
47333.76,1303.79,2507.98,309.18,1.887,2.424,16.45,17.88,85.73
34606.64,1028.89,877.43,190.68,8.013,6.968,11.54,11.68,83.3
15073.79,15786.37,1898.4,1664.18,1.699,5.678,5.0,10.0,90.0
87825.01,5536.41,9672.7,878.11,7.444,7.749,19.11,10.0,84.06
83161.09,5605.3,4889.92,1060.6,1.567,5.166,11.39,10.0,90.0
99974.59,16678.52,8622.37,394.56,3.85,8.13,27.79,10.0,82.01
99697.32,2288.73,4917.92,169.78,1.521,9.03,26.17,10.0,80.48
59988.85,8521.73,6777.77,767.16,2.78,7.521,19.74,10.0,90.0
79208.87,4586.37,729.34,1036.99,9.847,7.462,5.0,10.0,85.23
95028.92,14924.23,2873.72,1542.59,1.166,5.913,5.09,10.0,90.0
86468.27,16882.36,4644.56,1027.05,4.124,4.769,12.58,10.0,90.0
32261.33,18307.26,6490.99,1575.89,6.802,9.729,11.9,10.0,90.0
50548.97,7125.55,2129.45,275.09,1.037,6.487,17.35,10.0,90.0
21624.35,3141.99,7763.24,174.73,1.179,8.42,33.28,10.0,75.26
95864.59,2888.41,3961.84,359.78,1.518,5.104,17.6,10.0,90.0
64555.72,11227.64,8265.64,1555.42,6.485,5.593,15.31,10.0,84.99
30577.85,23700.27,1430.71,1530.69,9.102,6.663,5.0,10.0,85.19
70453.06,6225.5,6957.69,325.67,8.277,7.313,26.4,10.0,78.17
65631.54,7161.8,3286.62,110.43,9.832,4.539,28.4,10.0,72.74
42234.64,3421.33,8056.14,1386.3,5.824,3.628,14.58,10.0,80.41
20220.18,15533.69,4320.62,1717.8,9.619,2.47,8.15,10.0,71.01
70441.59,17316.95,6820.82,1520.51,3.119,4.294,13.18,10.0,90.0
56827.69,16430.35,9375.9,445.46,4.273,2.191,26.01,10.0,71.53
79508.66,21667.13,695.95,1188.35,4.021,4.226,5.0,10.0,89.96
56814.72,12674.22,605.61,1526.86,0.569,8.759,5.0,14.07,90.0
86696.34,4226.97,7817.65,548.87,8.314,9.773,21.45,10.0,82.1
59671.62,7945.72,6640.73,1079.06,0.345,5.813,16.14,10.0,90.0
60484.42,16898.32,3283.31,663.2,7.326,1.545,13.92,10.0,69.56
88898.82,15714.93,5196.77,489.87,4.13,4.333,18.97,10.0,83.78
46313.46,13744.08,898.39,1940.7,0.162,6.061,5.0,21.78,90.0
22061.37,17391.15,2328.23,1829.53,2.97,3.771,5.0,10.0,90.0
12590.44,16297.38,4532.72,919.05,3.527,2.131,12.5,10.0,79.34
77962.35,22151.8,8423.42,316.72,9.651,2.346,27.53,10.0,67.66
65827.86,15064.39,5056.84,1469.42,6.645,4.792,10.06,10.0,81.38
73367.18,19686.43,6070.44,548.62,5.481,2.243,20.76,10.0,72.23
29166.77,6968.97,8800.66,378.61,1.358,2.57,26.68,10.0,82.62
22273.43,17276.38,3433.78,793.98,3.972,8.744,12.22,10.0,90.0
11309.02,22652.66,7156.64,1083.21,0.454,7.813,16.83,10.0,90.0
41552.88,10257.58,8685.84,240.01,7.641,0.648,31.63,10.0,70.16
63092.59,19698.5,2424.85,1164.91,1.711,3.27,6.74,10.0,90.0
45301.96,18394.94,3886.54,79.93,5.985,5.366,32.84,10.0,71.03
49372.74,2428.63,9808.2,1789.14,7.024,0.7,13.24,10.0,66.98
91374.28,14956.2,9840.58,1845.45,3.728,6.863,14.07,10.0,90.0
41342.99,4124.54,2620.68,1479.49,6.363,3.906,5.38,10.0,80.91
56259.05,24215.66,1131.24,959.77,7.666,4.032,5.0,10.0,77.93
80528.77,20473.78,3073.76,547.05,1.923,2.727,15.47,10.0,90.0
45688.85,3633.37,4278.45,1501.02,6.049,3.406,8.23,10.0,79.23
65987.8,3922.05,4689.55,1867.0,7.365,8.631,6.21,10.0,90.0
87612.73,15267.37,6378.66,359.14,3.635,7.907,24.6,10.0,85.16
95456.86,9277.34,9045.28,958.35,1.709,9.364,19.5,10.0,90.0
23236.61,1837.74,3638.31,664.76,2.933,7.02,14.06,10.0,90.0
93392.89,13999.4,8574.85,745.65,9.337,5.821,20.79,10.0,75.25
54290.47,10308.28,1388.05,841.23,3.639,2.667,5.0,10.0,83.76
33241.99,3425.84,897.81,1906.0,1.166,6.702,5.0,16.75,90.0
51322.22,20246.09,5288.43,554.34,0.919,9.071,19.92,10.0,90.0
98202.93,22961.84,1066.79,1010.72,1.887,0.785,5.0,10.0,73.96
54335.63,19158.25,4228.65,1905.4,1.362,4.486,6.98,10.0,90.0
39587.64,20738.14,9019.39,978.31,5.001,1.579,19.05,10.0,72.08
67006.08,6195.77,2794.09,1734.02,3.541,8.125,5.0,10.0,90.0
31613.11,7325.75,7206.77,164.59,8.43,6.18,31.94,10.0,71.57
16827.7,6004.66,3372.47,1908.41,8.823,8.809,5.25,10.0,88.88
21599.17,19361.52,926.74,415.69,4.785,0.725,7.41,10.0,69.78
21524.13,23750.01,5788.56,1960.87,8.896,9.067,9.2,10.0,88.99
23671.24,18204.09,8431.11,392.37,4.56,0.765,25.87,10.0,69.34
22494.45,22155.2,4389.95,916.51,6.455,2.947,13.75,10.0,77.76
67678.73,16328.78,6364.29,651.8,1.709,1.646,20.25,10.0,82.25
26369.21,10303.84,9050.22,894.8,0.621,1.539,20.9,10.0,90.0
41110.06,11218.28,8002.1,538.52,1.685,1.8,23.65,10.0,81.88
90710.96,2807.71,2341.83,1932.37,2.593,4.854,5.0,10.0,90.0
52656.55,1754.97,7467.15,646.16,7.535,7.865,19.6,10.0,83.01
70080.2,17691.41,5267.98,1323.89,1.818,8.993,12.12,10.0,90.0
25508.79,11522.29,7586.68,318.02,1.393,5.712,27.64,10.0,82.96
27306.01,14253.16,5197.9,1657.56,9.283,1.662,9.42,10.0,69.73
13678.18,14383.87,1715.6,1107.89,6.919,0.884,5.0,10.0,68.3
25204.16,7657.02,5914.14,1959.92,4.786,4.992,9.72,10.0,90.0
35073.13,12421.42,5175.27,875.63,1.04,7.677,16.55,10.0,90.0
25930.94,12298.25,5420.26,431.12,8.533,6.24,21.96,10.0,80.65
17983.23,10322.25,8849.57,724.74,1.172,5.87,22.52,10.0,90.0
20857.23,20696.21,9000.95,1487.08,6.149,0.577,16.29,10.0,66.27
51470.09,11827.94,4808.6,1335.26,6.71,4.174,11.01,10.0,78.95
28570.03,15487.47,4829.45,1567.78,4.061,5.549,10.33,10.0,90.0
42784.29,22492.48,5394.28,193.27,9.121,6.023,28.46,10.0,75.66
55307.55,21789.61,5436.1,1181.72,0.602,0.148,13.08,15.59,69.23
72135.53,22370.13,9528.68,1867.73,8.199,2.076,13.78,10.0,71.36
13538.09,7480.12,6669.3,260.41,5.583,9.503,28.03,10.0,81.04
81946.94,1839.58,3135.84,233.95,6.151,5.136,19.53,10.0,82.6
66511.04,7265.6,5549.6,1447.38,9.87,7.066,12.12,10.0,81.89
17358.31,7688.98,6458.62,664.61,5.868,3.151,19.52,10.0,76.15
88622.08,22824.65,6577.83,1334.23,7.991,5.895,14.12,10.0,80.47
92878.52,16581.83,6059.92,1113.5,1.62,3.629,14.64,10.0,90.0
15497.02,2960.9,2188.49,1972.83,8.112,3.04,5.0,10.0,76.95
34918.99,4249.09,819.14,1783.66,7.635,4.173,5.0,10.0,80.46
82558.12,4736.23,3709.51,1372.24,9.684,4.652,6.17,10.0,78.21
77343.37,16130.12,4561.46,560.27,9.364,3.378,17.93,10.0,73.67
26606.89,18649.94,1087.14,560.72,2.218,2.654,5.46,10.0,90.0
28841.44,21631.45,8242.19,1770.38,4.703,6.276,12.82,10.0,90.0
43342.49,23575.28,3768.74,1191.42,9.124,3.869,9.6,10.0,74.64
53607.07,5840.91,9179.51,1589.1,6.444,2.098,15.0,10.0,73.34
65642.93,8434.54,1966.9,927.24,4.691,7.608,6.64,10.0,90.0
43202.23,6767.75,1040.88,250.99,1.178,7.265,11.53,11.43,90.0
51628.12,9610.28,5082.0,698.74,3.582,8.879,16.61,10.0,90.0
77272.38,22951.96,2296.73,364.24,6.686,5.595,15.99,10.0,83.07
13301.49,14802.7,9405.29,1574.57,7.791,2.866,15.4,10.0,73.25
32719.32,18716.61,597.88,1416.0,4.527,8.651,5.0,10.0,90.0
74201.46,12762.86,4419.89,222.41,0.653,2.875,26.22,10.0,86.91
90568.62,1692.59,9304.1,1261.7,6.368,6.59,15.44,10.0,85.66
56050.97,2540.69,4151.97,1754.56,9.224,1.985,5.0,10.0,72.69
57890.21,13910.15,1384.54,1409.86,5.014,6.329,5.0,10.0,90.0
19645.48,18250.94,3377.5,1046.67,9.291,8.424,9.3,10.0,86.83
50267.11,6167.93,5231.1,658.13,3.606,5.445,17.55,10.0,88.21
57935.55,18325.83,2258.94,1779.84,8.875,4.762,5.0,10.0,77.64
31822.35,20455.98,4932.34,874.47,7.885,9.935,14.09,10.0,87.69
34231.89,10885.54,8445.26,1718.02,9.621,0.322,12.7,10.0,66.6
43955.57,18914.06,8789.87,1576.85,7.931,3.384,15.84,10.0,74.8
11806.41,10696.72,967.98,1641.64,3.283,9.194,5.0,10.0,90.0
38987.12,17280.42,2028.58,1980.11,9.016,6.462,5.0,10.0,82.72
29030.32,19335.93,3115.26,1510.08,6.73,5.467,6.26,10.0,82.47
39474.76,24806.24,6151.23,116.38,1.704,6.413,34.46,10.0,73.17
20778.59,9289.52,3929.45,450.6,0.555,3.287,19.05,10.0,90.0
90147.46,10864.98,8518.39,118.63,3.722,0.805,36.72,10.0,68.05
63423.32,4974.88,7308.38,420.33,7.89,2.824,23.36,10.0,71.74
71119.21,5897.75,1454.33,169.81,6.22,3.431,17.79,10.0,74.7
81025.41,17641.48,6433.3,1028.15,5.319,4.851,15.88,10.0,84.32
54859.8,23009.09,1573.62,105.0,0.137,4.0,23.46,18.89,90.0
17822.83,10470.52,2922.84,971.53,4.411,5.258,9.83,10.0,89.47
58339.59,5316.27,2189.77,1802.74,1.661,2.041,5.0,12.14,90.0
62815.7,7842.39,2144.09,1509.72,4.6,1.922,5.0,10.0,76.86
77089.55,11921.24,6355.76,1890.71,9.919,3.582,9.62,10.0,76.13
48849.36,7975.61,5854.25,491.96,8.807,4.79,21.16,10.0,74.46
21482.23,6605.9,2172.27,1085.62,3.175,3.483,5.6,10.0,90.0
35539.83,18663.63,9906.64,671.23,5.976,5.808,23.84,10.0,78.76
42677.41,1188.28,4507.45,1012.95,5.071,3.169,10.23,10.0,80.4
68132.55,13941.53,1422.16,1136.3,1.387,1.854,5.0,10.0,90.0
61370.05,20050.4,1645.41,120.56,9.899,8.642,22.34,10.0,77.31
42048.71,7389.48,6046.99,504.85,4.309,2.086,21.7,10.0,74.88
98786.37,15479.0,9801.16,1424.31,5.106,9.67,15.87,10.0,90.0
64519.73,17053.6,5933.54,1557.21,6.511,9.875,11.5,10.0,90.0
31350.41,16720.59,9515.89,1160.43,1.996,6.998,18.25,10.0,90.0
19160.42,11700.39,4719.26,578.12,2.3,5.07,18.64,10.0,90.0
23757.32,9317.87,4640.49,839.91,2.006,7.975,14.34,10.0,90.0
32136.2,21062.18,5250.07,237.27,3.906,8.745,26.19,10.0,81.43
24461.32,19202.7,7125.54,1908.7,2.077,7.125,11.63,10.0,90.0
26791.03,8710.12,3992.35,1743.92,9.271,1.11,6.4,10.0,66.11
35658.57,3472.46,8706.92,177.92,7.172,0.13,32.93,10.0,65.41
25603.62,2723.38,778.17,374.66,8.989,2.0,5.75,10.0,72.52
90708.89,3262.62,4677.76,1183.13,8.5,1.966,10.24,10.0,71.69
17221.04,14988.86,5354.42,503.24,7.061,1.907,19.72,10.0,71.48
57206.03,2239.89,6266.81,1872.08,2.503,5.147,8.34,10.0,90.0
46935.71,9086.24,3122.68,1523.4,6.192,5.249,6.07,10.0,87.58
98414.08,19076.79,4561.06,582.92,1.944,7.258,17.26,10.0,90.0
20083.5,8064.36,5103.11,61.9,1.412,2.095,38.06,10.0,69.96
45807.0,19319.39,7025.64,1608.92,6.362,1.017,13.17,10.0,69.04
97252.34,18891.21,7848.67,876.97,6.284,6.694,18.6,10.0,84.16
87895.64,6899.85,7509.36,1302.64,1.651,4.892,13.82,10.0,90.0
83536.49,18491.73,3745.04,609.6,3.589,6.697,16.06,10.0,90.0
33211.25,18946.64,9994.78,328.6,0.756,3.869,29.49,10.0,79.41
25379.88,10538.89,8562.32,1366.86,7.186,7.533,16.53,10.0,85.48
70177.89,6050.09,2970.22,928.13,9.876,6.858,8.43,10.0,79.7
93643.84,13510.5,2353.51,508.58,7.425,6.538,12.9,10.0,85.94
60108.66,23113.54,3483.2,318.37,8.457,0.373,21.08,10.0,67.52
61445.14,16350.8,4797.28,1181.94,4.816,8.595,11.69,10.0,90.0
35198.12,5150.14,8582.59,1464.82,1.046,3.828,14.97,10.0,90.0
79254.36,17386.17,7894.44,603.58,7.293,1.443,22.81,10.0,68.62
26833.94,11252.87,8586.84,1483.53,2.64,7.58,14.78,10.0,90.0
39131.13,15196.69,3083.59,407.09,3.944,4.916,17.74,10.0,87.86
48289.28,18617.54,6137.88,709.91,7.061,0.417,19.02,10.0,66.93
55684.93,13358.74,3190.87,1502.52,9.057,7.841,6.44,10.0,86.53
31816.88,20535.62,1535.72,1337.28,4.914,4.407,5.0,10.0,86.93
20335.31,18331.73,6999.88,577.52,9.62,7.574,21.11,10.0,80.93
64955.8,15761.76,1858.48,288.16,5.247,7.58,16.42,10.0,90.0
35976.75,4619.03,6843.13,132.82,1.313,1.089,33.28,12.5,71.72
62311.44,21062.78,6655.66,1683.93,5.232,6.171,12.04,10.0,90.0
23892.64,23461.73,8197.36,196.53,8.62,3.665,32.1,10.0,70.53
53302.61,4287.16,1825.77,273.95,5.427,5.509,15.18,10.0,85.32
57933.05,12717.79,7943.06,513.54,7.503,0.977,23.53,10.0,65.84
14664.12,7213.33,9993.13,919.06,5.525,5.923,20.91,10.0,83.94
40294.39,19108.56,8584.9,1590.08,5.506,7.798,15.36,10.0,90.0
22097.32,18319.11,7642.21,532.59,2.919,9.869,23.14,10.0,90.0
15703.75,4381.24,6790.57,1109.84,2.092,3.271,15.26,10.0,90.0
99096.42,22048.65,4506.92,226.23,2.861,1.636,25.12,10.0,73.34
